YEAR,STATE NAME,CONSTITUENCY NAME,CONSTITUENCY NO,WINNER CANDIDATE NAME,GENDER,PARTY NAME,PARTY SYMBOL,TOTAL ELECTORS,TOTAL NUMBER OF VOTERS (MARGIN),VOTE %,Category,TOTAL NUMBER OF VOTE CASTED
1978,Maharashtra,,209,Padamsingh Bajirao Patil,M,Indian National Congress,Hand,105966,9516,42.53%,GEN,70426
1978,Maharashtra,,210,Sonvane Kesaav Rao Sitaram,M,Indian National Congress,Hand,92627,928,30.34%,GEN,63690
1978,Maharashtra,,211,Patil Shivajirao Bhaurao,M,Indian National Congress,Hand,113157,5709,49.10%,GEN,84862
1978,Maharashtra,,212,Chalukya Bhaskarrao Shivram Pant,M,Indian National Congress,Hand,107585,5767,46.69%,GEN,75662
1978,Maharashtra,,213,Khapale Manikrao Bhimrao,M,Peasant'S & Workers' Party,Other,87164,10366,47.46%,GEN,59918
1978,Maharashtra,,214,Patel Inayatalli Imamsaheb,M,Janata Party,Haldhar within Wheel (Chakra),92246,15613,53.19%,GEN,66378
1978,Maharashtra,,215,Devkate Anandrao Narayan,M,Indian National Congress (I),Hand,90815,449,39.03%,GEN,62671
1978,Maharashtra,,216,Rone Bhimrao Laxmanrao,M,Janata Party,Haldhar within Wheel (Chakra),94655,354,34.77%,GEN,63520
1978,Maharashtra,,217,Adam Narsayya Narayan,M,Communist Party Of India (Marxist),Ears of Corn and Sickle,97185,3249,31.28%,GEN,65123
1978,Maharashtra,,218,Shinde Sushilkumar Sambajirao,M,Indian National Congress,Hand,94073,11171,45.59%,SC,56580
1978,Maharashtra,,219,Kamble Nivrutti Satwaji,M,Republican Party Of India,Elephant,94825,3605,29.59%,SC,41840
1978,Maharashtra,,220,Patil Shahajirao Shankarrao,M,Indian National Congress (I),Hand,90897,4908,39.82%,GEN,67223
1978,Maharashtra,,221,Deshmukh Krishnarao Nanasaheb,M,Indian National Congress,Hand,92771,5792,50.59%,GEN,68901
1978,Maharashtra,,222,Parbat Krishnarao Kondiba,M,Independent,Free Symbol,106232,2768,37.21%,GEN,67382
1978,Maharashtra,,223,Patil Audumbar Kondiba,M,Indian National Congress,Hand,107320,3662,49.52%,GEN,79172
1978,Maharashtra,,224,Deshmukh Ganpatrao Annasaheb,M,Peasant'S & Workers' Party,Other,117220,21558,63.69%,GEN,74779
1978,Maharashtra,,225,Pati Shamrao Bhimrao,M,Janata Party,Haldhar within Wheel (Chakra),110860,11448,56.05%,GEN,86483
1978,Maharashtra,,226,Jagtap Namdeorao Mahadeorao,M,Indian National Congress,Hand,84847,4488,51.94%,GEN,60821
1978,Maharashtra,,227,Kamble Bajirao Dashrath,M,Republican Party Of India,Elephant,98760,24,41.42%,SC,55914
1978,Maharashtra,,228,Nagwade Shivajirao Narayanrao,M,Indian National Congress,Hand,109174,13048,58.24%,GEN,68861
1978,Maharashtra,,229,Kumar Saptarshi,M,Janata Party,Haldhar within Wheel (Chakra),101073,348,27.92%,GEN,68199
1978,Maharashtra,,230,Shelke Maruti Deoram,M,Independent,Free Symbol,116604,16643,47.62%,GEN,75227
1978,Maharashtra,,231,Dhakane Babanrao Dadaba,M,Janata Party,Haldhar within Wheel (Chakra),110340,10399,54.55%,GEN,68070
1978,Maharashtra,,232,Langhe Vakilrao Baburao,M,Communist Party Of India,Ears of Corn and Sickle,98710,995,35.19%,GEN,67836
1978,Maharashtra,,233,Adik Govindrao Wamanrao,M,Indian National Congress,Hand,91731,5923,49.81%,GEN,70281
1978,Maharashtra,,234,Ghogare Chandrabhan Bhausaheb,M,Indian National Congress,Hand,88840,10218,50.92%,GEN,60632
1978,Maharashtra,,235,Kolhe Shankarrao Genuji,M,Indian National Congress,Hand,93881,13140,57.11%,GEN,70765
1978,Maharashtra,,236,Pawar Kashinanth Laxman,M,Indian National Congress,Hand,93585,6860,45.69%,GEN,65373
1978,Maharashtra,,237,Kale Shankarrao Deoram,M,Indian National Congress,Hand,87733,1244,34.00%,GEN,58177
1978,Maharashtra,,238,Thorat Bhausaheb Santuji,M,Indian National Congress,Hand,105445,1101,43.68%,GEN,76981
1978,Maharashtra,,239,Bhangare Yashawantrao Sakharam,M,Indian National Congress,Hand,113316,11918,39.02%,ST,65693
1978,Maharashtra,,240,Krishnarao Mundhe,M,Indian National Congress,Hand,104793,720,44.72%,GEN,64892
1978,Maharashtra,,241,Kale B. D.,M,Indian National Congress,Hand,86524,575,48.07%,GEN,51054
1978,Maharashtra,,242,Kandge Ram Janardan,M,Indian National Congress,Hand,114134,9253,35.21%,GEN,67148
1978,Maharashtra,,243,Bhegade Krishnarao Dhondiaba,M,Indian National Congress,Hand,103165,9333,53.89%,GEN,71472
1978,Maharashtra,,244,Mate Namdev Ramkrishanrao,M,Indian National Congress,Hand,101823,6308,53.28%,GEN,62929
1978,Maharashtra,,245,Phuge Sopan Tukaram,M,Janata Party,Haldhar within Wheel (Chakra),136835,10901,48.97%,GEN,84393
1978,Maharashtra,,246,L. T. Sawant,M,Independent,Free Symbol,87743,3277,41.18%,GEN,52821
1978,Maharashtra,,247,Naik Shanti Narayan,F,Janata Party,Haldhar within Wheel (Chakra),129040,12303,56.38%,GEN,86368
1978,Maharashtra,,248,Subhash Sarvagod,M,Janata Party,Haldhar within Wheel (Chakra),132263,17756,48.82%,SC,80925
1978,Maharashtra,,249,Lele Arvind Dattatraya,M,Janata Party,Haldhar within Wheel (Chakra),115556,23780,60.96%,GEN,85612
1978,Maharashtra,,250,Bhai Vaidya,M,Janata Party,Haldhar within Wheel (Chakra),109098,14759,47.69%,GEN,72522
1978,Maharashtra,,251,Tupe Vithal Baburao,M,Janata Party,Haldhar within Wheel (Chakra),101813,4486,52.29%,GEN,66428
1978,Maharashtra,,252,Daundkar Baburao Bhausaheb,M,Janata Party,Haldhar within Wheel (Chakra),93263,7428,56.40%,GEN,58026
1978,Maharashtra,,253,Takavane Rajaram Bajirao,M,Janata Party,Haldhar within Wheel (Chakra),123158,8278,34.33%,GEN,78477
1978,Maharashtra,,254,Patil Sahkarrao Bajirao,M,Indian National Congress,Hand,113602,11789,49.65%,GEN,81234
1978,Maharashtra,,255,Pawar Sharadchandra Govindrao,M,Indian National Congress,Hand,105653,18638,59.96%,GEN,82863
1978,Maharashtra,,256,Dada Jadhavrao,M,Janata Party,Haldhar within Wheel (Chakra),116206,2786,46.69%,GEN,75084
1978,Maharashtra,,257,Jedhe Sampatrao Ramchandra,M,Independent,Free Symbol,90445,498,42.58%,GEN,63936
1978,Maharashtra,,258,Vijaysinh Alias Shivajiraje Malojirao Naik Nimbalkar,M,Janata Party,Haldhar within Wheel (Chakra),100530,1472,43.46%,GEN,73654
1978,Maharashtra,,259,Sonavane Vishnu Tatoba,M,Indian National Congress,Hand,111236,11919,50.63%,SC,62295
1978,Maharashtra,,260,Patil Keshavrao Shankarrao,M,Indian National Congress,Hand,99590,15662,56.29%,GEN,75336
1978,Maharashtra,,261,Jagtap Shankarrao Chimaji,M,Indian National Congress,Hand,96939,6020,43.62%,GEN,70534
1978,Maharashtra,,262,Bhosale Prataprao Baburao,M,Indian National Congress,Hand,92796,21909,56.00%,GEN,67678
1978,Maharashtra,,263,Bnilare Bhiku Daji,M,Indian National Congress,Hand,105632,4094,31.87%,GEN,72842
1978,Maharashtra,,264,Raje Bhonsale Ahbayasinh Shahumaharaj,M,Janata Party,Haldhar within Wheel (Chakra),108018,7286,50.12%,GEN,74924
1978,Maharashtra,,265,Desai Daulatrao Shripatrao,M,Janata Party,Haldhar within Wheel (Chakra),107803,40934,73.28%,GEN,74113
1978,Maharashtra,,266,Pawar Keshvrao Pataloji,M,Peasant'S & Workers' Party,Other,107521,8298,46.53%,GEN,75526
1978,Maharashtra,,267,Mohite Yeshwantrao Jijaba,M,Indian National Congress,Hand,109564,26657,63.86%,GEN,76552
1978,Maharashtra,,268,Deshmukh Shivajirao Bapusaheb,M,Independent,Free Symbol,110048,14795,51.32%,GEN,83533
1978,Maharashtra,,269,Shinde Vilasrao Bhausaheb,M,Indian National Congress,Hand,112883,9812,41.92%,GEN,91710
1978,Maharashtra,,270,Chavan Sampatrao Annasaheb,M,Indian National Congress,Hand,107511,22322,52.19%,GEN,83202
1978,Maharashtra,,271,Patil Vasantrao Banduji,M,Indian National Congress,Hand,100225,28558,64.95%,GEN,75071
1978,Maharashtra,,272,Shinde Mohanrao Alias Ramsing Ganpatrao,M,Indian National Congress,Hand,95594,21160,60.42%,GEN,70622
1978,Maharashtra,,273,Patil Dinkarrao Krishnaji,M,Indian National Congress,Hand,99737,30707,62.22%,GEN,72614
1978,Maharashtra,,274,Salunkhe Sahajirao Ganapatrao,M,Indian National Congress,Hand,108701,14021,43.02%,GEN,71355
1978,Maharashtra,,275,Patil Vithal Shripati,M,Indian National Congress,Hand,103227,20175,62.05%,GEN,72967
1978,Maharashtra,,276,Sohani Jayant Ishwar,M,Indian National Congress,Hand,105107,4470,41.19%,SC,53511
1978,Maharashtra,,277,Kumbhar Ratnappa Bharamappa,M,Indian National Congress,Hand,107595,12449,50.72%,GEN,87148
1978,Maharashtra,,278,Patil Shivagonda Pirgonda,M,Communist Party Of India (Marxist),Ears of Corn and Sickle,113083,12520,43.86%,GEN,87100
1978,Maharashtra,,279,Mane Nanasaheb Shantaram,M,Janata Party,Haldhar within Wheel (Chakra),106771,1668,38.84%,SC,66524
1978,Maharashtra,,280,Gaikwad Udaysingrao Nanasaheb,M,Indian National Congress,Hand,100905,39345,69.33%,GEN,77343
1978,Maharashtra,,281,Patil Yeshwant Eknath,M,Indian National Congress,Hand,91888,20155,52.51%,GEN,66149
1978,Maharashtra,,282,Bondre Shripatrao Shankarrao,M,Indian National Congress,Hand,97939,9839,52.90%,GEN,80972
1978,Maharashtra,,283,Jadhav Dinkarrao Bhahusaheb,M,Indian National Congress,Hand,108698,1962,33.50%,GEN,87741
1978,Maharashtra,,284,Sabnis Ravindra Ramchandra,M,Janata Party,Haldhar within Wheel (Chakra),106821,4973,30.49%,GEN,78321
1978,Maharashtra,,285,Patil Rajaram Babaji,M,Indian National Congress,Hand,111210,4455,34.02%,GEN,80341
1978,Maharashtra,,286,Ghatge Vikram Sinha Jaysingrao,M,Independent,Free Symbol,95149,11434,45.12%,GEN,79591
1978,Maharashtra,,287,Chali Shivling Shivyogi,M,Indian National Congress (I),Hand,100538,1043,32.07%,GEN,79296
1978,Maharashtra,,288,Patil Vithalrao Bhairu,M,Independent,Free Symbol,99970,807,36.53%,GEN,75441
1980,Maharashtra,,1,Shivram Sawant Bhonsale,M,Indian National Congress (I),Hand,102997,4698,49.35%,GEN,42870
1980,Maharashtra,,2,S. N. Desai,M,Indian National Congress (I),Hand,96937,612,46.73%,GEN,35367
1980,Maharashtra,,3,Keshavrao Rane,M,Indian National Congress (I),Hand,95664,2882,40.87%,GEN,35704
1980,Maharashtra,,4,Amrit Gangaram Rane,M,Indian National Congress (I),Hand,84130,2258,35.94%,GEN,45698
1980,Maharashtra,,5,Tavade Narayan Sakharam,M,Janata Party (Jp),Haldhar within Wheel (Chakra),102351,4010,39.60%,GEN,45136
1980,Maharashtra,,6,Abhyankar Kusum Ramchandra,F,Bharatiya Janata Party,Lotus,110810,513,34.26%,GEN,49606
1980,Maharashtra,,7,Jagannathrao Jadhav,M,Janata Party (Jp),Haldhar within Wheel (Chakra),104352,16829,61.61%,GEN,44231
1980,Maharashtra,,8,Bendal Ramchandra Sadashiv,M,Indian National Congress (I),Hand,100916,226,48.21%,GEN,53448
1980,Maharashtra,,9,Rajaram Shinde,M,Janata Party (Jp),Haldhar within Wheel (Chakra),89111,6905,43.70%,GEN,50903
1980,Maharashtra,,10,Kadam Tukaram Baburao,M,Indian National Congress (I),Hand,96673,9489,57.56%,GEN,42273
1980,Maharashtra,,11,Sakpal Gangaram Daulat,M,Janata Party (Jp),Haldhar within Wheel (Chakra),102582,1385,47.30%,GEN,53126
1980,Maharashtra,,12,Chandrakant Khanderao Deshmukh,M,Indian National Congress (I),Hand,99745,8844,39.84%,GEN,57430
1980,Maharashtra,,13,Raut Ravindra Narayan,M,Indian National Congress (I),Hand,111205,15328,62.35%,GEN,57994
1980,Maharashtra,,14,Ashok Sable,M,Janata Party (Jp),Haldhar within Wheel (Chakra),102873,1369,48.98%,GEN,54429
1980,Maharashtra,,15,Patil Mohan Madhav,M,Peasants' And Workers' Party,Other,106485,15345,61.82%,GEN,59845
1980,Maharashtra,,16,Patil Dattatrey Narayan,M,Peasants' And Workers' Party,Other,109367,21568,67.73%,GEN,60814
1980,Maharashtra,,17,D. B. Patil,M,Peasants' And Workers' Party,Other,112845,2017,50.83%,GEN,58661
1980,Maharashtra,,18,Surve Tukaram Eknath,M,Indian National Congress (I),Hand,117742,7437,42.04%,GEN,56224
1980,Maharashtra,,19,O. P. Bahl,M,Indian National Congress (I),Hand,95990,6544,49.98%,GEN,34193
1980,Maharashtra,,20,Khandwani Mohammad Amin,M,Indian National Congress (I),Hand,119860,5401,46.37%,GEN,32977
1980,Maharashtra,,21,Nanubhai S. Patel (K. S. Patel),M,Bharatiya Janata Party,Lotus,108251,778,44.88%,GEN,34854
1980,Maharashtra,,22,Sharma Premkumar Shankardatt,M,Bharatiya Janata Party,Lotus,120099,140,47.00%,GEN,39306
1980,Maharashtra,,23,Mehta Jaywantiben Navinchandra,F,Bharatiya Janata Party,Lotus,106491,9252,61.33%,GEN,39315
1980,Maharashtra,,24,Desai Balvantray Ambelal,M,Indian National Congress (I),Hand,140035,890,43.27%,GEN,44985
1980,Maharashtra,,25,Shaikh S. A.,M,Indian National Congress (I),Hand,115834,8149,51.66%,GEN,33899
1980,Maharashtra,,26,Syed Ahmad,M,Indian National Congress (I),Hand,104684,11305,58.01%,GEN,30986
1980,Maharashtra,,27,Atmaram Tukaram Bhosale Alias Bhai Bhosale,M,Indian National Congress (I),Hand,99349,8788,43.21%,GEN,44729
1980,Maharashtra,,28,Satish Pednekar,M,Indian National Congress (I),Hand,128981,4820,54.44%,GEN,54320
1980,Maharashtra,,29,Bhaurao Patil,M,Indian National Congress (I),Hand,129114,15525,64.05%,GEN,51328
1980,Maharashtra,,30,Dighe S. S.,M,Indian National Congress (I),Hand,114828,10038,50.33%,GEN,49358
1980,Maharashtra,,31,Ram Mahadik,M,Indian National Congress (I),Hand,121733,12160,53.20%,GEN,54104
1980,Maharashtra,,32,Thakur Sharayu Govind,F,Indian National Congress (I),Hand,125120,3661,33.43%,GEN,55104
1980,Maharashtra,,33,V. Subramanyam,M,Indian National Congress (I),Hand,128458,6792,44.08%,GEN,50329
1980,Maharashtra,,34,Pinto Frederick Michael,M,Janata Party (Jp),Haldhar within Wheel (Chakra),116734,2171,52.25%,GEN,48337
1980,Maharashtra,,35,Premanand Awale,M,Indian National Congress (I),Hand,160532,16470,53.01%,SC,52767
1980,Maharashtra,,36,Ahmed B. Zakaria,M,Indian National Congress (I),Hand,124077,7454,48.02%,GEN,46732
1980,Maharashtra,,37,Chheda Meghaji,M,Indian National Congress (I),Hand,126215,3904,43.72%,GEN,49781
1980,Maharashtra,,38,Pranlal Vora,M,Janata Party (Jp),Haldhar within Wheel (Chakra),135013,6148,56.66%,GEN,42738
1980,Maharashtra,,39,Hafiz Yusuf,M,Indian National Congress (I),Hand,153712,11306,45.58%,GEN,58296
1980,Maharashtra,,40,Commachen C. D.,M,Indian National Congress (I),Hand,143301,12269,50.28%,GEN,49580
1980,Maharashtra,,41,Chandarkant Tripathi,M,Indian National Congress (I),Hand,160980,11790,54.70%,GEN,45838
1980,Maharashtra,,42,C. M. Sharma,M,Indian National Congress (I),Hand,134250,1422,38.36%,GEN,48319
1980,Maharashtra,,43,Pandarale Ram Jankiram,M,Indian National Congress (I),Hand,160779,7775,44.16%,GEN,51516
1980,Maharashtra,,44,A. K. Shah,M,Indian National Congress (I),Hand,151161,2871,38.92%,GEN,50773
1980,Maharashtra,,45,Ram Naik,M,Bharatiya Janata Party,Lotus,172255,12694,53.91%,GEN,64014
1980,Maharashtra,,46,Lalita Rao,F,Indian National Congress (I),Hand,166967,7537,44.63%,GEN,62651
1980,Maharashtra,,47,Advani Hashu Parasram,M,Bharatiya Janata Party,Lotus,138941,3522,45.17%,GEN,54925
1980,Maharashtra,,48,Babasaheb Anantrao Bhosale,M,Indian National Congress (I),Hand,122989,3111,44.98%,GEN,47303
1980,Maharashtra,,49,Datta Samant,M,Independents,Free Symbol,168776,7027,42.53%,GEN,69145
1980,Maharashtra,,50,Liladhar Shamji Vyas,M,Indian National Congress (I),Hand,140747,2039,33.27%,GEN,61118
1980,Maharashtra,,51,Sherekar Waman Ramchandra,M,Indian National Congress (I),Hand,167841,6399,42.44%,GEN,57384
1980,Maharashtra,,52,G. S. Trivedi,M,Indian National Congress (I),Hand,163259,1405,43.30%,GEN,63547
1980,Maharashtra,,53,Koli Kanti Kisan,M,Indian National Congress (I),Hand,175380,11496,47.60%,GEN,67618
1980,Maharashtra,,54,Bhagat Balaji Kathod,M,Indian National Congress (I),Hand,174014,19264,58.65%,GEN,48917
1980,Maharashtra,,55,Harchndani Shitaldas Khubchand,M,Bharatiya Janata Party,Lotus,137228,8894,54.06%,GEN,65115
1980,Maharashtra,,56,Patil Nakul Pundalik,M,Indian National Congress (I),Hand,155017,3207,47.08%,GEN,66615
1980,Maharashtra,,57,Kapse Ramchandra Ganesh,M,Bharatiya Janata Party,Lotus,174415,11995,56.03%,GEN,69728
1980,Maharashtra,,58,Gholap Shanaram Gopal,M,Indian National Congress (I),Hand,103335,14411,61.48%,GEN,59243
1980,Maharashtra,,59,Gowari Shankar Aba,M,Indian National Congress (I),Hand,127091,1900,40.71%,ST,41454
1980,Maharashtra,,60,Momin Vaqar Ahmed Ghulam Mohmed,M,Indian National Congress (I),Hand,153808,3917,49.33%,GEN,74559
1980,Maharashtra,,61,Vartak Tarabai Narsinh,F,Indian National Congress (I),Hand,133588,6295,50.55%,GEN,68505
1980,Maharashtra,,62,Valvi Vishnu Gopal,M,Indian National Congress (I),Hand,110648,1227,48.78%,ST,36811
1980,Maharashtra,,63,Kadu Mahadeo Gopal,M,Indian National Congress (I),Hand,118878,6769,57.64%,ST,44275
1980,Maharashtra,,64,Kom Lahanu Shidwa,M,Communist Party Of India (Marxist),Ears of Corn and Sickle,118765,6582,49.30%,ST,52068
1980,Maharashtra,,65,Barora Mahadu Nago,M,Indian National Congress (U),Hand,99219,1778,43.84%,ST,32293
1980,Maharashtra,,66,Ghare Vithalrao Ganpat,M,Indian National Congress (I),Hand,109841,6591,35.81%,ST,48562
1980,Maharashtra,,67,Wavare Shantaram Kondaji,M,Independents,Free Symbol,148113,2767,35.00%,GEN,71141
1980,Maharashtra,,68,Ahire Babulal Soma,M,Indian National Congress (U),Hand,124621,10098,52.22%,SC,55296
1980,Maharashtra,,69,Gadak Suryabhan Sukdeo,M,Indian National Congress (U),Hand,107860,29940,72.45%,GEN,64377
1980,Maharashtra,,70,Mogal Malojirao Sadashiv,M,Indian National Congress (U),Hand,115624,9947,55.53%,GEN,69528
1980,Maharashtra,,71,Patil Janardan Deoram,M,Indian National Congress (U),Hand,111878,7804,39.83%,GEN,64897
1980,Maharashtra,,72,Dhatrak Jagannath Murlidhar,M,Indian National Congress (I),Hand,117309,11795,44.61%,GEN,72793
1980,Maharashtra,,73,Nihal Ahmed Mohamed Usman,M,Janata Party (Jp),Haldhar within Wheel (Chakra),123911,1848,50.78%,GEN,83891
1980,Maharashtra,,74,Hiray Baliram Waman,M,Indian National Congress (I),Hand,101900,8121,55.83%,GEN,69691
1980,Maharashtra,,75,Gaikwad Narayan Kashiram,M,Indian National Congress (I),Hand,102980,3337,37.12%,GEN,59344
1980,Maharashtra,,76,Mahale Hari Shankar,M,Janata Party (Jp),Haldhar within Wheel (Chakra),108131,13543,58.36%,ST,51403
1980,Maharashtra,,77,Gavit Jiwa Pandu,M,Communist Party Of India (Marxist),Ears of Corn and Sickle,95857,1734,36.74%,ST,49364
1980,Maharashtra,,78,Pawar Arjun Tulashiram,M,Indian National Congress (I),Hand,104403,20245,73.06%,ST,41730
1980,Maharashtra,,79,Pawar Laxman Totaram,M,Indian National Congress (I),Hand,106283,316,48.24%,ST,48000
1980,Maharashtra,,80,Malusare Sukram Bhurya,M,Indian National Congress (I),Hand,118569,3039,43.20%,ST,50474
1980,Maharashtra,,81,Gavit Manikrao Hodlya,M,Indian National Congress (I),Hand,115974,38604,83.13%,ST,54563
1980,Maharashtra,,82,Valvi Ramesh Panya,M,Indian National Congress (I),Hand,119760,20380,68.86%,ST,54016
1980,Maharashtra,,83,Abhimannu Nurji Valvi,M,Indian National Congress (I),Hand,91210,12513,48.68%,ST,44419
1980,Maharashtra,,84,Pawara Rameshbhai Thikya,M,Indian National Congress (I),Hand,86906,15952,64.44%,ST,40827
1980,Maharashtra,,85,Annasaheb P. K. Patil,M,Janata Party (Jp),Haldhar within Wheel (Chakra),112451,6104,42.46%,GEN,75613
1980,Maharashtra,,86,Rajput Indrasing Chandrasing,M,Indian National Congress (I),Hand,107884,14430,51.24%,GEN,75506
1980,Maharashtra,,87,Patil Rangrao Madhavrao,M,Indian National Congress (I),Hand,103680,2728,35.10%,GEN,60733
1980,Maharashtra,,88,Patil Rohidas Chudaman,M,Indian National Congress (I),Hand,110676,1866,51.27%,GEN,73234
1980,Maharashtra,,89,Ajmera Kamalabai Chhaganlal,F,Indian National Congress (I),Hand,114660,1880,42.80%,GEN,59676
1980,Maharashtra,,90,Dinakar Diwan Chavan,M,Independents,Free Symbol,125145,5878,53.78%,SC,56314
1980,Maharashtra,,91,Patil Bhaskarrao Rajaram,M,Independents,Free Symbol,129152,7703,40.21%,GEN,62984
1980,Maharashtra,,92,Gulabrao Wamanrao Patil,M,Janata Party (Jp),Haldhar within Wheel (Chakra),121756,6539,54.52%,GEN,66363
1980,Maharashtra,,93,Sharadchandrika Suresh Patil,F,Indian National Congress (I),Hand,102364,14155,60.68%,GEN,61695
1980,Maharashtra,,94,Wagh Paubai Chandrabhan,F,Indian National Congress (I),Hand,120351,6161,46.58%,GEN,51766
1980,Maharashtra,,95,Jain Suresh Bhikamchand,M,Indian National Congress (I),Hand,131157,24881,59.38%,GEN,73808
1980,Maharashtra,,96,Patil Krishnarao Maharu,M,Indian National Congress (I),Hand,120148,11131,53.71%,GEN,70003
1980,Maharashtra,,97,Jain Ishwarlal Shankarlal,M,Indian National Congress (U),Hand,110289,3862,47.99%,GEN,64743
1980,Maharashtra,,98,Bagawan M. Yasin Rajmohamad,M,Indian National Congress (I),Hand,130733,1086,44.02%,GEN,61441
1980,Maharashtra,,99,Mahajan Jivaram Tukaram,M,Indian National Congress (U),Hand,106471,6817,48.45%,GEN,62962
1980,Maharashtra,,100,Patil Ramkrishan Raghunath,M,Indian National Congress (I),Hand,109783,7613,43.78%,GEN,60626
1980,Maharashtra,,101,Patil Pratibha Devising,F,Indian National Congress (I),Hand,113228,12668,48.01%,GEN,73691
1980,Maharashtra,,102,Sancheti Kisanlal Nathmal,M,Bharatiya Janata Party,Lotus,107364,3907,34.81%,GEN,67746
1980,Maharashtra,,103,Aher Sakharam Vithoba,M,Indian National Congress (I),Hand,118564,4844,43.49%,GEN,76213
1980,Maharashtra,,104,Bharat Rajabhau Bondre,M,Indian National Congress (U),Hand,119328,11850,45.19%,GEN,86328
1980,Maharashtra,,105,Shingne Bhaskarrao Sampatrao,M,Peasants' And Workers' Party,Other,112691,8566,52.97%,GEN,76307
1980,Maharashtra,,106,Sangle Kisanrao Tukaram,M,Indian National Congress (I),Hand,106132,16093,58.68%,GEN,65573
1980,Maharashtra,,107,Pundkar Pandurang Pundlik,M,Bharatiya Janata Party,Lotus,122515,3289,45.28%,GEN,66254
1980,Maharashtra,,108,Tapre Shraddha Prabhakarrao,F,Indian National Congress (I),Hand,109624,8811,40.91%,GEN,68459
1980,Maharashtra,,109,Tapre Manohar Bhikaji,M,Indian National Congress (I),Hand,101796,8078,47.84%,GEN,61906
1980,Maharashtra,,110,Divekar Arun Vishnu,M,Indian National Congress (I),Hand,115909,6903,43.67%,GEN,72048
1980,Maharashtra,,111,Khan Mohammod Ajhar Hussein,M,Indian National Congress (I),Hand,116140,5353,42.34%,GEN,66193
1980,Maharashtra,,112,Khode Pralhadrao Narayanrao,M,Indian National Congress (I),Hand,109349,8300,35.00%,GEN,57255
